-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2023,6,6,7,95.19,0.01,93.51,3.87,98.82
2023,6,6,8,85.75,0.0,93.57,3.97,91.58
2023,6,6,9,72.0,0.01,93.6,3.42,84.24
2023,6,6,10,53.94,0.0,93.59,2.81,62.15
2023,6,6,11,47.81,0.0,93.54,2.14,35.66
2023,6,6,12,45.62,0.0,93.46,1.8,17.41
2023,6,6,13,44.81,0.0,93.38,1.57,10.3
2023,6,6,14,45.06,0.0,93.3,1.34,13.14
2023,6,6,15,46.75,0.0,93.26,1.09,24.0
2023,6,6,16,56.62,0.0,93.25,0.88,43.2
2023,6,6,17,59.5,0.0,93.27,1.02,90.44
2023,6,6,18,69.44,0.0,93.32,1.9,112.77
2023,6,6,19,80.25,0.0,93.38,2.51,108.72
2023,6,6,20,85.94,0.0,93.42,2.71,95.28
2023,6,6,21,89.62,0.0,93.43,2.79,80.48
2023,6,6,22,92.31,0.0,93.44,2.78,72.84
2023,6,6,23,94.38,0.0,93.42,2.76,73.72
2023,6,7,0,96.94,0.01,93.41,2.73,78.27
2023,6,7,1,99.5,0.05,93.4,2.76,83.66
2023,6,7,2,100.0,0.03,93.38,2.79,86.78
2023,6,7,3,100.0,0.0,93.37,2.81,85.53
2023,6,7,4,100.0,0.0,93.37,2.79,81.96
2023,6,7,5,100.0,0.0,93.4,2.73,76.76
2023,6,7,6,100.0,0.0,93.46,2.64,69.9
2023,6,7,7,93.25,0.0,93.53,2.83,61.88
2023,6,7,8,83.38,0.0,93.6,2.57,53.79
2023,6,7,9,68.19,0.0,93.66,2.3,22.74
2023,6,7,10,53.38,0.0,93.68,2.99,347.93
2023,6,7,11,50.0,0.0,93.64,2.99,332.09
2023,6,7,12,47.88,0.0,93.58,2.96,321.22
2023,6,7,13,46.56,0.0,93.49,2.86,313.23
2023,6,7,14,46.31,0.0,93.43,2.63,308.61
2023,6,7,15,47.75,0.0,93.4,2.23,307.03
2023,6,7,16,60.0,0.0,93.38,1.45,306.25
2023,6,7,17,61.44,0.0,93.4,1.18,298.09
2023,6,7,18,55.31,0.0,93.43,0.49,293.32
2023,6,7,19,57.5,0.0,93.48,0.54,94.97
2023,6,7,20,67.25,0.0,93.53,1.45,93.4
2023,6,7,21,76.31,0.0,93.57,2.18,86.5
2023,6,7,22,83.06,0.0,93.58,2.64,77.89
2023,6,7,23,85.81,0.0,93.56,2.88,69.55
2023,6,8,0,87.25,0.0,93.53,2.92,61.51
2023,6,8,1,88.5,0.03,93.5,2.88,53.6
2023,6,8,2,89.56,0.03,93.46,2.87,46.88
2023,6,8,3,90.38,0.03,93.43,2.85,41.33
2023,6,8,4,90.94,0.0,93.42,2.84,36.49
2023,6,8,5,91.56,0.0,93.45,2.83,32.24
2023,6,8,6,92.19,0.0,93.51,2.83,29.61
2023,6,8,7,84.94,0.0,93.58,2.53,28.78
2023,6,8,8,70.25,0.0,93.63,2.81,27.63
2023,6,8,9,59.56,0.0,93.66,1.7,6.6
2023,6,8,10,50.88,0.0,93.65,1.97,326.31
2023,6,8,11,49.06,0.0,93.59,2.25,318.51
2023,6,8,12,47.88,0.0,93.5,2.43,317.08
2023,6,8,13,47.12,0.0,93.41,2.51,316.64
2023,6,8,14,47.25,0.0,93.34,2.47,315.9
2023,6,8,15,48.94,0.0,93.3,2.28,316.53
2023,6,8,16,62.0,0.0,93.29,1.57,320.45
2023,6,8,17,63.94,0.0,93.3,1.22,328.85
2023,6,8,18,58.12,0.0,93.33,0.74,5.47
2023,6,8,19,62.12,0.0,93.37,0.97,62.82
2023,6,8,20,69.31,0.0,93.4,1.61,71.57
2023,6,8,21,76.31,0.0,93.42,2.16,62.42
2023,6,8,22,83.0,0.0,93.42,2.5,48.04
2023,6,8,23,87.81,0.0,93.41,2.68,34.43
2023,6,9,0,91.19,0.0,93.39,2.78,24.19
2023,6,9,1,93.5,0.02,93.35,2.82,17.73
2023,6,9,2,95.12,0.02,93.31,2.8,13.73
2023,6,9,3,95.81,0.02,93.27,2.77,11.06
2023,6,9,4,95.94,0.0,93.25,2.8,8.67
2023,6,9,5,96.12,0.0,93.26,2.87,9.41
2023,6,9,6,96.06,0.0,93.3,2.93,11.52
2023,6,9,7,85.62,0.0,93.36,2.9,12.76
2023,6,9,8,71.56,0.0,93.42,3.63,9.79
2023,6,9,9,60.25,0.0,93.48,3.79,352.05
2023,6,9,10,52.5,0.0,93.49,4.62,333.82
2023,6,9,11,49.06,0.0,93.44,4.96,326.18
2023,6,9,12,47.12,0.0,93.36,5.14,323.65
2023,6,9,13,45.94,0.0,93.27,5.21,324.14
2023,6,9,14,45.88,0.0,93.19,5.09,325.63
2023,6,9,15,47.44,0.0,93.14,4.71,327.26
2023,6,9,16,59.38,0.0,93.12,3.0,329.63
2023,6,9,17,76.5,0.0,93.13,2.84,332.45
2023,6,9,18,79.5,0.0,93.17,2.9,332.54
2023,6,9,19,81.0,0.0,93.22,2.82,332.44
2023,6,9,20,82.44,0.0,93.27,2.83,333.08
2023,6,9,21,84.69,0.0,93.32,2.84,334.28
2023,6,9,22,87.19,0.0,93.33,2.87,337.76
2023,6,9,23,89.5,0.0,93.33,2.91,338.4
2023,6,10,0,92.5,0.0,93.33,2.82,340.41
2023,6,10,1,96.31,0.02,93.31,2.69,342.93
2023,6,10,2,99.88,0.02,93.28,2.64,347.89
2023,6,10,3,100.0,0.02,93.25,2.63,351.8
2023,6,10,4,100.0,0.0,93.23,2.66,355.11
2023,6,10,5,100.0,0.0,93.23,2.71,357.69
2023,6,10,6,100.0,0.0,93.26,2.79,2.09
2023,6,10,7,91.0,0.0,93.32,2.72,4.94
2023,6,10,8,75.56,0.0,93.38,3.22,3.2
2023,6,10,9,62.44,0.0,93.42,3.12,335.1
2023,6,10,10,48.56,0.0,93.41,4.5,307.94
2023,6,10,11,44.38,0.0,93.36,4.88,302.03
2023,6,10,12,42.56,0.0,93.27,4.98,301.2
2023,6,10,13,41.69,0.0,93.17,5.01,301.88
2023,6,10,14,41.5,0.0,93.09,4.93,304.75
2023,6,10,15,43.44,0.0,93.04,4.53,308.63
2023,6,10,16,57.69,0.0,93.01,2.85,315.44
2023,6,10,17,73.19,0.0,93.01,3.0,323.58
2023,6,10,18,75.88,0.0,93.04,3.1,328.39
2023,6,10,19,77.56,0.0,93.1,3.02,329.32
2023,6,10,20,78.88,0.0,93.16,2.94,327.15
2023,6,10,21,80.25,0.0,93.21,2.89,324.89
2023,6,10,22,82.19,0.0,93.23,2.92,324.57
2023,6,10,23,84.12,0.0,93.22,2.99,325.77
2023,6,11,0,85.88,0.0,93.19,3.06,325.94
2023,6,11,1,86.94,0.0,93.15,3.06,325.42
2023,6,11,2,88.06,0.0,93.11,3.01,325.15
2023,6,11,3,88.81,0.0,93.09,2.98,324.18
2023,6,11,4,88.94,0.0,93.09,2.95,324.5
2023,6,11,5,89.06,0.0,93.12,2.93,328.17
2023,6,11,6,89.06,0.0,93.17,2.96,332.96
2023,6,11,7,80.12,0.0,93.21,2.92,337.69
2023,6,11,8,64.38,0.0,93.24,4.07,339.55
2023,6,11,9,56.06,0.0,93.26,4.34,332.19
2023,6,11,10,47.38,0.0,93.22,6.43,312.78
2023,6,11,11,44.19,0.0,93.14,7.05,310.46
2023,6,11,12,42.31,0.0,93.04,7.24,309.22
2023,6,11,13,41.69,0.0,92.95,7.11,307.41
2023,6,11,14,41.94,0.0,92.9,6.64,306.2
2023,6,11,15,43.62,0.0,92.88,5.69,305.83
2023,6,11,16,54.62,0.0,92.9,3.48,307.05
2023,6,11,17,72.0,0.0,92.94,3.02,309.96
2023,6,11,18,75.38,0.0,92.99,2.99,314.68
2023,6,11,19,76.31,0.0,93.04,2.89,321.92
2023,6,11,20,77.19,0.0,93.07,2.84,329.77
2023,6,11,21,78.81,0.0,93.09,2.85,335.33
2023,6,11,22,80.75,0.0,93.09,2.85,336.24
2023,6,11,23,82.69,0.0,93.09,2.77,334.3
2023,6,12,0,84.38,0.0,93.08,2.59,332.12
2023,6,12,1,85.75,0.02,93.07,2.4,331.6
2023,6,12,2,86.38,0.02,93.05,2.17,335.1
2023,6,12,3,86.44,0.02,93.03,1.99,344.49
2023,6,12,4,88.06,0.0,93.03,1.92,358.13
2023,6,12,5,89.88,0.0,93.06,1.97,10.06
2023,6,12,6,91.31,0.0,93.12,2.04,16.22
2023,6,12,7,87.81,0.0,93.18,1.93,18.43
2023,6,12,8,71.12,0.0,93.23,2.73,17.81
2023,6,12,9,60.0,0.0,93.27,2.89,6.51
2023,6,12,10,49.81,0.0,93.26,3.64,350.36
2023,6,12,11,43.31,0.0,93.22,4.2,336.63
2023,6,12,12,39.62,0.0,93.16,4.37,327.65
2023,6,12,13,38.0,0.0,93.08,4.31,324.06
2023,6,12,14,38.0,0.0,93.01,4.15,323.8
2023,6,12,15,40.44,0.0,92.99,3.66,324.65
2023,6,12,16,59.12,0.0,92.99,2.15,329.61
2023,6,12,17,68.0,0.0,93.03,2.34,341.32
2023,6,12,18,63.88,0.0,93.09,2.04,356.48
2023,6,12,19,61.94,0.0,93.17,1.63,28.04
2023,6,12,20,67.94,0.0,93.23,1.81,70.63
2023,6,12,21,78.44,0.0,93.27,2.31,92.52
2023,6,12,22,85.25,0.0,93.31,2.49,99.2
2023,6,12,23,90.94,0.0,93.32,2.5,98.99
2023,6,13,0,95.88,0.0,93.32,2.56,101.28
2023,6,13,1,100.0,0.0,93.29,2.67,107.16
2023,6,13,2,100.0,0.01,93.27,2.8,113.7
2023,6,13,3,100.0,0.01,93.27,3.25,120.75
2023,6,13,4,99.88,0.01,93.29,3.51,124.4
2023,6,13,5,99.06,0.01,93.34,3.44,126.97
2023,6,13,6,99.12,0.01,93.41,3.22,128.9
2023,6,13,7,95.38,0.01,93.49,3.29,130.47
2023,6,13,8,90.69,0.01,93.56,3.6,135.44
2023,6,13,9,85.25,0.27,93.6,4.43,131.5
2023,6,13,10,81.62,0.37,93.61,4.53,127.5
2023,6,13,11,78.19,0.52,93.57,4.33,126.7
2023,6,13,12,73.88,0.81,93.48,4.09,126.3
2023,6,13,13,70.31,0.69,93.39,3.82,128.77
2023,6,13,14,70.0,0.57,93.36,3.85,137.47
2023,6,13,15,73.25,0.65,93.35,4.36,143.23
2023,6,13,16,81.38,0.72,93.39,4.9,147.5
2023,6,13,17,91.88,0.79,93.42,4.69,145.86
2023,6,13,18,95.06,0.67,93.44,5.03,141.17
2023,6,13,19,96.25,0.42,93.46,4.67,137.58
2023,6,13,20,96.94,0.28,93.48,4.27,138.56
2023,6,13,21,97.25,0.3,93.48,4.11,140.63
2023,6,13,22,97.62,0.35,93.47,3.94,139.9
2023,6,13,23,97.81,0.24,93.43,3.66,140.46
2023,6,14,0,98.06,0.16,93.4,3.37,139.23
2023,6,14,1,97.94,0.14,93.36,3.45,139.6
2023,6,14,2,97.94,0.17,93.3,3.48,139.01
2023,6,14,3,98.06,0.23,93.27,3.33,134.9
2023,6,14,4,98.38,0.24,93.25,3.14,131.27
2023,6,14,5,98.38,0.23,93.27,3.09,128.43
2023,6,14,6,98.38,0.24,93.32,2.91,124.84
2023,6,14,7,97.44,0.29,93.39,3.34,121.61
2023,6,14,8,95.44,0.28,93.46,3.63,125.09
2023,6,14,9,90.75,0.19,93.5,3.52,125.14
2023,6,14,10,82.62,0.17,93.49,2.63,119.3
2023,6,14,11,75.06,0.46,93.44,1.5,116.3
2023,6,14,12,70.75,1.4,93.37,0.43,131.28
2023,6,14,13,69.62,2.41,93.3,0.63,265.71
2023,6,14,14,71.75,2.78,93.24,1.18,261.6
2023,6,14,15,76.31,2.0,93.23,1.24,241.5
2023,6,14,16,83.25,1.25,93.24,1.22,217.97
2023,6,14,17,93.0,0.71,93.27,1.39,191.31
2023,6,14,18,94.44,0.36,93.31,1.64,171.79
2023,6,14,19,95.25,0.36,93.35,1.74,154.81
2023,6,14,20,96.0,0.34,93.37,1.81,138.14
2023,6,14,21,96.62,0.38,93.37,1.86,125.23
2023,6,14,22,97.19,0.61,93.37,1.78,116.0
2023,6,14,23,97.62,0.28,93.36,1.67,108.27
2023,6,15,0,97.69,0.08,93.34,1.65,99.55
2023,6,15,1,97.81,0.02,93.28,1.69,89.2
2023,6,15,2,97.88,0.02,93.22,1.73,75.34
2023,6,15,3,97.69,0.03,93.17,1.83,58.62
2023,6,15,4,97.56,0.04,93.13,2.01,42.0
2023,6,15,5,97.44,0.05,93.13,2.22,29.45
2023,6,15,6,97.75,0.09,93.18,2.24,19.76
2023,6,15,7,97.06,0.22,93.25,2.94,5.5
2023,6,15,8,96.19,0.53,93.34,3.9,351.82
2023,6,15,9,95.81,0.26,93.39,3.81,352.22
2023,6,15,10,94.44,0.63,93.38,3.71,352.5
2023,6,15,11,92.25,1.15,93.34,3.76,349.11
2023,6,15,12,89.12,1.45,93.28,3.99,346.53
2023,6,15,13,88.25,1.49,93.2,4.25,344.43
2023,6,15,14,90.0,1.32,93.13,4.15,344.94
2023,6,15,15,92.44,0.92,93.09,3.9,348.22
2023,6,15,16,94.81,0.67,93.08,3.64,349.49
2023,6,15,17,97.69,0.58,93.11,3.34,347.98
2023,6,15,18,98.44,0.48,93.15,3.38,341.82
2023,6,15,19,98.25,0.4,93.2,3.53,333.6
2023,6,15,20,98.12,0.34,93.25,3.77,323.51
2023,6,15,21,98.06,0.4,93.27,4.34,312.08
2023,6,15,22,98.06,0.44,93.28,4.14,302.67
2023,6,15,23,97.56,0.37,93.28,4.15,301.06
2023,6,16,0,97.62,0.25,93.26,3.84,304.82
2023,6,16,1,97.56,0.2,93.23,3.9,309.56
2023,6,16,2,97.56,0.19,93.2,4.0,312.94
2023,6,16,3,97.56,0.18,93.18,3.9,313.54
2023,6,16,4,97.62,0.17,93.19,3.86,312.7
2023,6,16,5,97.56,0.14,93.22,3.78,311.4
2023,6,16,6,97.75,0.13,93.29,3.44,310.49
2023,6,16,7,97.19,0.14,93.35,3.53,312.04
2023,6,16,8,95.19,0.14,93.39,4.25,313.66
2023,6,16,9,92.81,0.03,93.43,4.94,314.87
2023,6,16,10,89.38,0.04,93.43,5.49,315.12
2023,6,16,11,84.88,0.04,93.39,6.11,314.48
2023,6,16,12,80.56,0.03,93.33,6.57,313.22
2023,6,16,13,75.31,0.02,93.25,7.03,311.76
2023,6,16,14,71.0,0.01,93.19,7.2,310.24
2023,6,16,15,68.38,0.0,93.18,6.83,308.4
2023,6,16,16,70.62,0.0,93.2,5.52,306.89
2023,6,16,17,83.75,0.0,93.26,3.49,303.3
2023,6,16,18,87.5,0.0,93.33,3.21,300.56
2023,6,16,19,88.25,0.0,93.38,3.03,299.67
2023,6,16,20,90.62,0.0,93.41,2.82,297.42
2023,6,16,21,92.88,0.0,93.42,2.66,293.55
2023,6,16,22,94.0,0.0,93.41,2.47,287.86
2023,6,16,23,96.0,0.0,93.41,2.36,282.84
2023,6,17,0,97.94,0.0,93.42,2.26,280.77
2023,6,17,1,99.56,0.0,93.42,2.13,282.09
2023,6,17,2,100.0,0.0,93.41,1.95,286.77
2023,6,17,3,100.0,0.0,93.4,1.73,295.99
2023,6,17,4,100.0,0.0,93.38,1.52,310.63
2023,6,17,5,100.0,0.0,93.4,1.45,326.22
2023,6,17,6,100.0,0.01,93.44,1.41,342.57
2023,6,17,7,97.25,0.0,93.5,1.4,352.64
2023,6,17,8,87.5,0.0,93.57,1.35,330.17
2023,6,17,9,70.44,0.0,93.62,1.71,292.0
2023,6,17,10,61.44,0.0,93.62,2.25,283.02
2023,6,17,11,55.38,0.0,93.58,2.96,282.5
2023,6,17,12,52.81,0.0,93.51,3.38,282.14
2023,6,17,13,52.0,0.0,93.42,3.44,282.87
2023,6,17,14,52.75,0.0,93.35,3.21,282.65
2023,6,17,15,54.75,0.0,93.31,2.75,281.47
2023,6,17,16,66.12,0.0,93.3,1.77,278.88
2023,6,17,17,75.81,0.0,93.34,1.48,267.58
2023,6,17,18,73.19,0.0,93.41,1.16,241.02
2023,6,17,19,73.62,0.0,93.46,1.02,191.91
2023,6,17,20,79.31,0.0,93.48,1.37,152.85
2023,6,17,21,85.75,0.0,93.48,1.82,132.92
2023,6,17,22,92.94,0.0,93.47,2.13,121.47
2023,6,17,23,99.69,0.0,93.45,2.28,115.16
2023,6,18,0,100.0,0.0,93.42,2.32,113.02
2023,6,18,1,100.0,0.0,93.4,2.29,113.94
2023,6,18,2,100.0,0.0,93.4,2.24,117.46
2023,6,18,3,100.0,0.01,93.41,2.05,119.69
2023,6,18,4,100.0,0.01,93.43,1.94,117.8
2023,6,18,5,98.31,0.01,93.47,2.79,112.69
2023,6,18,6,98.69,0.01,93.52,2.75,107.0
2023,6,18,7,95.94,0.02,93.59,2.94,103.37
2023,6,18,8,91.88,0.01,93.64,2.76,107.46
2023,6,18,9,78.19,0.0,93.67,3.01,109.84
2023,6,18,10,65.38,0.0,93.65,2.59,105.21
2023,6,18,11,58.06,0.0,93.59,2.03,97.29
2023,6,18,12,52.88,0.0,93.52,1.34,97.7
2023,6,18,13,49.44,0.0,93.44,0.79,124.16
2023,6,18,14,48.25,0.0,93.4,0.89,157.92
2023,6,18,15,49.75,0.0,93.39,1.31,166.88
2023,6,18,16,64.0,0.0,93.41,1.47,167.44
2023,6,18,17,78.75,0.0,93.45,2.33,162.6
2023,6,18,18,86.94,0.0,93.51,2.88,150.24
2023,6,18,19,95.69,0.0,93.57,3.11,137.95
2023,6,18,20,100.0,0.0,93.62,3.57,128.95
2023,6,18,21,100.0,0.01,93.65,4.07,125.31
2023,6,18,22,100.0,0.01,93.65,4.28,125.34
2023,6,18,23,100.0,0.01,93.63,4.21,124.25
2023,6,19,0,100.0,0.01,93.62,3.7,124.76
2023,6,19,1,100.0,0.01,93.6,3.29,124.63
2023,6,19,2,100.0,0.01,93.57,3.19,123.81
2023,6,19,3,100.0,0.01,93.55,3.28,122.37
2023,6,19,4,94.69,0.01,93.55,3.86,119.05
2023,6,19,5,93.12,0.01,93.58,4.08,115.78
2023,6,19,6,92.94,0.01,93.64,4.19,113.07
2023,6,19,7,90.38,0.01,93.71,4.63,110.64
2023,6,19,8,83.88,0.0,93.78,5.2,106.77
2023,6,19,9,74.19,0.0,93.83,4.95,103.05
2023,6,19,10,65.25,0.0,93.84,4.44,100.14
2023,6,19,11,57.69,0.0,93.79,3.73,95.65
2023,6,19,12,52.44,0.0,93.71,3.01,90.45
2023,6,19,13,49.12,0.0,93.62,2.32,86.92
2023,6,19,14,47.88,0.0,93.56,1.79,88.5
2023,6,19,15,48.94,0.0,93.53,1.54,95.25
2023,6,19,16,61.31,0.0,93.53,1.41,108.43
2023,6,19,17,74.69,0.0,93.55,2.28,126.63
2023,6,19,18,82.44,0.0,93.59,2.93,125.0
2023,6,19,19,87.19,0.0,93.65,3.21,116.88
2023,6,19,20,93.44,0.0,93.7,3.76,109.41
2023,6,19,21,99.12,0.0,93.74,4.15,105.74
2023,6,19,22,100.0,0.0,93.73,4.28,101.8
2023,6,19,23,99.38,0.0,93.71,4.31,98.34
2023,6,20,0,99.38,0.01,93.68,4.07,99.5
2023,6,20,1,99.31,0.01,93.64,3.98,99.15
2023,6,20,2,99.38,0.01,93.59,3.87,97.2
2023,6,20,3,99.38,0.01,93.55,3.72,95.42
2023,6,20,4,99.06,0.01,93.53,3.46,92.33
2023,6,20,5,98.69,0.01,93.55,3.22,87.08
2023,6,20,6,98.25,0.01,93.59,3.13,78.77
2023,6,20,7,94.19,0.0,93.64,3.38,68.12
2023,6,20,8,83.75,0.0,93.7,3.26,56.04
2023,6,20,9,73.12,0.0,93.73,2.67,48.44
2023,6,20,10,59.19,0.0,93.73,2.48,19.12
2023,6,20,11,51.88,0.0,93.68,2.56,354.93
2023,6,20,12,48.44,0.0,93.59,2.93,336.78
2023,6,20,13,47.31,0.0,93.5,3.19,327.59
2023,6,20,14,47.94,0.0,93.43,3.15,323.98
2023,6,20,15,50.0,0.0,93.39,2.71,321.55
2023,6,20,16,64.62,0.0,93.38,1.71,321.87
2023,6,20,17,65.31,0.0,93.39,1.25,323.92
2023,6,20,18,58.88,0.0,93.42,0.46,5.81
2023,6,20,19,65.0,0.0,93.46,1.11,85.97
2023,6,20,20,75.81,0.0,93.49,2.04,80.97
2023,6,20,21,84.31,0.0,93.51,2.6,69.22
2023,6,20,22,88.5,0.0,93.5,2.91,58.96
2023,6,20,23,89.94,0.0,93.47,3.04,50.95
2023,6,21,0,90.62,0.0,93.44,3.07,45.72
2023,6,21,1,91.88,0.01,93.4,3.02,42.8
2023,6,21,2,93.75,0.01,93.36,2.95,41.78
2023,6,21,3,96.06,0.01,93.33,2.89,41.49
2023,6,21,4,98.44,0.0,93.32,2.84,41.88
2023,6,21,5,100.0,0.0,93.35,2.82,40.5
2023,6,21,6,100.0,0.0,93.4,2.86,37.9
2023,6,21,7,89.75,0.0,93.44,2.87,36.15
2023,6,21,8,75.81,0.0,93.48,3.21,34.7
2023,6,21,9,63.44,0.0,93.52,2.7,14.76
2023,6,21,10,53.88,0.0,93.51,3.06,347.46
2023,6,21,11,51.5,0.0,93.47,3.03,335.48
2023,6,21,12,50.5,0.0,93.4,2.94,324.2
2023,6,21,13,50.25,0.0,93.34,2.8,316.69
2023,6,21,14,50.75,0.0,93.28,2.57,318.7
2023,6,21,15,52.94,0.0,93.25,2.32,326.1
2023,6,21,16,66.81,0.0,93.24,1.66,337.3
2023,6,21,17,74.0,0.0,93.25,1.81,352.81
2023,6,21,18,74.81,0.0,93.28,2.0,10.12
2023,6,21,19,79.56,0.0,93.31,2.31,23.1
2023,6,21,20,85.0,0.0,93.34,2.67,30.62
2023,6,21,21,88.31,0.0,93.36,2.9,32.79
2023,6,21,22,90.19,0.0,93.35,2.99,31.99
2023,6,21,23,90.75,0.0,93.32,3.13,31.43
2023,6,22,0,91.75,0.0,93.28,3.16,30.94
2023,6,22,1,93.31,0.01,93.24,3.0,30.3
2023,6,22,2,94.94,0.01,93.21,2.91,29.8
2023,6,22,3,95.69,0.01,93.21,2.86,27.34
2023,6,22,4,95.25,0.0,93.22,2.87,24.12
2023,6,22,5,93.94,0.0,93.26,2.85,22.91
2023,6,22,6,92.75,0.0,93.31,2.84,24.23
2023,6,22,7,85.0,0.0,93.36,2.96,25.48
2023,6,22,8,73.44,0.0,93.4,3.62,22.74
2023,6,22,9,64.31,0.0,93.45,3.64,7.28
2023,6,22,10,53.06,0.0,93.47,4.76,345.85
2023,6,22,11,49.88,0.0,93.43,4.58,336.28
2023,6,22,12,48.19,0.0,93.36,4.43,333.39
2023,6,22,13,47.44,0.0,93.27,4.29,334.46
2023,6,22,14,47.94,0.0,93.21,3.99,336.85
2023,6,22,15,50.81,0.0,93.18,3.43,339.46
2023,6,22,16,69.06,0.0,93.18,2.0,343.41
2023,6,22,17,77.94,0.0,93.21,2.28,352.31
2023,6,22,18,77.5,0.0,93.24,2.34,6.32
2023,6,22,19,78.88,0.0,93.3,2.39,14.58
2023,6,22,20,83.19,0.0,93.32,2.62,22.97
2023,6,22,21,86.31,0.0,93.33,2.8,26.21
2023,6,22,22,88.12,0.0,93.31,2.9,26.43
2023,6,22,23,89.0,0.0,93.28,2.91,26.43
2023,6,23,0,89.31,0.0,93.24,2.91,27.46
2023,6,23,1,89.88,0.01,93.21,2.89,29.13
2023,6,23,2,90.94,0.01,93.2,2.83,29.96
2023,6,23,3,91.81,0.01,93.21,2.77,30.69
2023,6,23,4,92.19,0.0,93.21,2.75,31.3
2023,6,23,5,92.0,0.0,93.24,2.78,30.16
2023,6,23,6,91.44,0.0,93.28,2.84,30.02
2023,6,23,7,83.5,0.0,93.3,2.72,29.95
2023,6,23,8,68.94,0.0,93.33,3.41,26.21
2023,6,23,9,61.69,0.0,93.36,3.01,13.35
2023,6,23,10,49.19,0.0,93.34,4.51,350.64
2023,6,23,11,45.12,0.0,93.3,4.81,339.36
2023,6,23,12,43.44,0.0,93.23,5.04,334.27
2023,6,23,13,43.06,0.0,93.13,5.12,334.33
2023,6,23,14,44.75,0.0,93.08,4.63,331.06
2023,6,23,15,54.62,0.0,93.09,2.86,324.1
2023,6,23,16,74.25,0.0,93.11,1.96,315.0
2023,6,23,17,71.69,0.0,93.15,1.98,313.56
2023,6,23,18,67.25,0.0,93.21,1.68,325.64
2023,6,23,19,68.25,0.0,93.25,1.52,349.04
2023,6,23,20,68.56,0.0,93.28,1.73,9.38
2023,6,23,21,72.62,0.0,93.3,2.03,19.34
2023,6,23,22,78.0,0.0,93.3,2.34,24.68
2023,6,23,23,83.19,0.0,93.28,2.58,27.42
2023,6,24,0,86.19,0.0,93.26,2.65,25.73
2023,6,24,1,87.62,0.01,93.23,2.58,22.22
2023,6,24,2,88.75,0.01,93.2,2.53,18.94
2023,6,24,3,90.44,0.01,93.17,2.6,16.42
2023,6,24,4,91.81,0.0,93.15,2.79,15.28
2023,6,24,5,91.81,0.0,93.16,2.93,15.48
2023,6,24,6,91.44,0.0,93.18,3.0,16.36
2023,6,24,7,84.19,0.0,93.24,2.93,15.78
2023,6,24,8,70.81,0.0,93.32,3.29,10.27
2023,6,24,9,63.19,0.0,93.4,2.73,352.1
2023,6,24,10,52.56,0.0,93.43,3.91,336.67
2023,6,24,11,48.56,0.0,93.41,3.89,330.65
2023,6,24,12,46.62,0.0,93.35,3.9,328.35
2023,6,24,13,45.75,0.0,93.28,3.94,328.8
2023,6,24,14,46.0,0.0,93.23,3.78,328.51
2023,6,24,15,48.44,0.0,93.21,3.46,329.44
2023,6,24,16,65.31,0.0,93.21,2.12,331.83
2023,6,24,17,76.88,0.0,93.23,2.33,336.27
2023,6,24,18,75.44,0.0,93.28,2.26,344.57
2023,6,24,19,73.94,0.0,93.34,2.07,356.75
2023,6,24,20,73.81,0.0,93.39,1.95,9.91
2023,6,24,21,76.56,0.0,93.43,2.06,22.57
2023,6,24,22,81.88,0.0,93.45,2.34,27.68
2023,6,24,23,86.88,0.0,93.45,2.59,28.42
2023,6,25,0,89.56,0.0,93.44,2.69,28.05
2023,6,25,1,91.12,0.0,93.41,2.73,27.45
2023,6,25,2,92.12,0.0,93.37,2.71,25.97
2023,6,25,3,92.44,0.0,93.33,2.7,23.9
2023,6,25,4,92.5,0.0,93.32,2.71,22.87
2023,6,25,5,92.38,0.0,93.33,2.69,23.44
2023,6,25,6,92.94,0.0,93.38,2.69,24.03
2023,6,25,7,87.12,0.0,93.46,2.3,22.81
2023,6,25,8,70.19,0.0,93.53,2.65,17.47
2023,6,25,9,60.44,0.0,93.57,2.21,351.24
2023,6,25,10,51.31,0.0,93.57,2.47,340.19
2023,6,25,11,46.62,0.0,93.52,2.46,332.78
2023,6,25,12,43.88,0.0,93.45,2.53,328.76
2023,6,25,13,42.75,0.0,93.38,2.63,327.02
2023,6,25,14,42.94,0.0,93.34,2.62,326.17
2023,6,25,15,45.12,0.0,93.34,2.44,324.53
2023,6,25,16,61.12,0.0,93.36,1.76,323.84
2023,6,25,17,67.81,0.0,93.38,1.93,328.44
2023,6,25,18,65.19,0.0,93.41,1.83,341.33
2023,6,25,19,65.88,0.0,93.43,1.82,3.21
