-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2023,3,13,13,6.28,297.71
2023,3,13,14,5.8,297.43
2023,3,13,15,5.09,296.01
2023,3,13,16,4.31,296.8
2023,3,13,17,3.7,299.59
2023,3,13,18,3.17,304.67
2023,3,13,19,2.53,316.75
2023,3,13,20,1.97,355.46
2023,3,13,21,2.6,37.8
2023,3,13,22,3.63,55.52
2023,3,13,23,4.39,66.85
2023,3,14,0,4.51,74.11
2023,3,14,1,4.46,76.74
2023,3,14,2,4.36,74.62
2023,3,14,3,4.07,70.0
2023,3,14,4,3.89,67.09
2023,3,14,5,3.88,68.76
2023,3,14,6,3.79,74.07
2023,3,14,7,3.22,78.94
2023,3,14,8,3.94,59.06
2023,3,14,9,3.71,50.21
2023,3,14,10,2.35,52.98
2023,3,14,11,1.38,88.06
2023,3,14,12,1.65,128.66
2023,3,14,13,2.47,144.4
2023,3,14,14,3.53,146.91
2023,3,14,15,4.64,142.94
2023,3,14,16,5.34,138.03
2023,3,14,17,5.63,134.04
2023,3,14,18,6.26,130.9
2023,3,14,19,6.61,127.32
2023,3,14,20,6.68,124.08
2023,3,14,21,6.58,122.05
2023,3,14,22,6.37,118.11
2023,3,14,23,5.91,111.48
2023,3,15,0,5.55,105.52
2023,3,15,1,5.3,103.38
2023,3,15,2,5.21,102.83
2023,3,15,3,5.19,103.66
2023,3,15,4,5.2,106.04
2023,3,15,5,5.14,108.08
2023,3,15,6,4.84,102.96
2023,3,15,7,4.16,93.23
2023,3,15,8,3.91,80.69
2023,3,15,9,3.18,74.46
2023,3,15,10,2.44,82.65
2023,3,15,11,2.2,103.15
2023,3,15,12,2.39,126.08
2023,3,15,13,3.05,141.25
2023,3,15,14,3.99,145.28
2023,3,15,15,5.17,145.47
2023,3,15,16,6.36,142.89
2023,3,15,17,7.34,139.58
2023,3,15,18,8.19,135.15
2023,3,15,19,7.99,132.15
2023,3,15,20,7.69,127.7
2023,3,15,21,7.49,121.57
2023,3,15,22,7.62,115.7
2023,3,15,23,7.43,113.63
2023,3,16,0,7.04,113.41
2023,3,16,1,7.06,108.8
2023,3,16,2,7.34,99.43
2023,3,16,3,6.91,95.71
2023,3,16,4,6.43,92.23
2023,3,16,5,5.92,86.59
2023,3,16,6,5.43,83.72
2023,3,16,7,4.61,80.73
2023,3,16,8,4.01,75.67
2023,3,16,9,3.2,76.03
2023,3,16,10,2.39,87.01
2023,3,16,11,2.03,110.53
2023,3,16,12,2.34,134.46
2023,3,16,13,3.14,145.24
2023,3,16,14,4.02,146.99
2023,3,16,15,4.9,143.04
2023,3,16,16,5.85,138.58
2023,3,16,17,6.82,136.39
2023,3,16,18,7.93,134.48
2023,3,16,19,8.3,130.45
2023,3,16,20,8.15,126.07
2023,3,16,21,8.13,119.67
2023,3,16,22,7.77,114.58
2023,3,16,23,7.48,111.71
2023,3,17,0,7.16,109.7
2023,3,17,1,6.72,109.0
2023,3,17,2,6.4,108.79
2023,3,17,3,6.26,106.69
2023,3,17,4,6.21,105.31
2023,3,17,5,6.03,103.86
2023,3,17,6,5.66,103.98
2023,3,17,7,5.23,99.88
2023,3,17,8,4.62,98.55
2023,3,17,9,3.65,101.62
2023,3,17,10,2.75,113.43
2023,3,17,11,2.63,131.63
2023,3,17,12,3.03,142.33
2023,3,17,13,3.62,144.66
2023,3,17,14,4.29,143.59
2023,3,17,15,4.82,140.4
2023,3,17,16,5.34,139.39
2023,3,17,17,5.96,140.69
2023,3,17,18,6.99,139.58
2023,3,17,19,7.45,136.02
2023,3,17,20,7.26,133.34
2023,3,17,21,6.82,131.56
2023,3,17,22,6.45,128.8
2023,3,17,23,6.06,127.56
2023,3,18,0,5.78,127.09
2023,3,18,1,5.57,123.56
2023,3,18,2,5.38,115.9
2023,3,18,3,5.16,104.2
2023,3,18,4,5.0,90.81
2023,3,18,5,4.91,73.15
2023,3,18,6,4.34,64.86
2023,3,18,7,3.38,59.88
2023,3,18,8,3.37,44.44
2023,3,18,9,2.71,25.61
2023,3,18,10,2.01,8.51
2023,3,18,11,1.51,355.85
2023,3,18,12,1.04,340.75
2023,3,18,13,0.73,308.47
2023,3,18,14,0.72,253.72
2023,3,18,15,1.15,215.86
2023,3,18,16,1.92,192.0
2023,3,18,17,3.14,169.39
2023,3,18,18,4.89,157.54
2023,3,18,19,6.45,144.31
2023,3,18,20,7.17,132.31
2023,3,18,21,7.01,124.27
2023,3,18,22,6.78,120.61
2023,3,18,23,6.43,119.4
2023,3,19,0,6.12,116.47
2023,3,19,1,5.81,113.7
2023,3,19,2,5.61,110.53
2023,3,19,3,5.45,106.75
2023,3,19,4,5.31,101.46
2023,3,19,5,5.13,95.24
2023,3,19,6,4.7,86.76
2023,3,19,7,3.63,72.07
2023,3,19,8,2.93,40.67
2023,3,19,9,2.4,8.42
2023,3,19,10,2.24,347.71
2023,3,19,11,2.25,330.4
2023,3,19,12,2.25,313.32
2023,3,19,13,2.29,296.3
2023,3,19,14,2.38,281.16
2023,3,19,15,2.29,267.26
2023,3,19,16,1.97,247.19
2023,3,19,17,1.76,210.44
2023,3,19,18,2.27,165.06
2023,3,19,19,3.26,140.74
2023,3,19,20,3.94,131.06
2023,3,19,21,4.21,128.44
2023,3,19,22,4.31,126.23
2023,3,19,23,4.54,114.8
2023,3,20,0,5.2,98.9
2023,3,20,1,5.1,91.23
2023,3,20,2,4.84,84.26
2023,3,20,3,4.73,77.3
2023,3,20,4,4.43,71.41
2023,3,20,5,3.96,65.66
2023,3,20,6,3.28,57.86
2023,3,20,7,2.04,45.93
2023,3,20,8,1.19,314.2
2023,3,20,9,2.08,292.24
2023,3,20,10,2.56,293.36
2023,3,20,11,2.82,294.58
2023,3,20,12,2.86,291.66
2023,3,20,13,2.74,286.42
2023,3,20,14,2.57,279.46
2023,3,20,15,2.4,267.39
2023,3,20,16,2.19,253.44
2023,3,20,17,1.91,234.3
2023,3,20,18,2.05,205.29
2023,3,20,19,2.54,176.13
2023,3,20,20,3.05,153.24
2023,3,20,21,3.29,131.72
2023,3,20,22,3.34,106.02
2023,3,20,23,3.63,77.82
2023,3,21,0,4.01,56.84
2023,3,21,1,4.17,41.96
2023,3,21,2,4.04,28.3
2023,3,21,3,3.61,8.71
2023,3,21,4,3.43,340.28
2023,3,21,5,3.6,318.95
2023,3,21,6,3.19,315.3
2023,3,21,7,1.81,318.14
2023,3,21,8,0.94,262.34
2023,3,21,9,1.16,214.55
2023,3,21,10,1.26,196.97
2023,3,21,11,1.25,181.43
2023,3,21,12,1.29,169.51
2023,3,21,13,1.53,162.49
2023,3,21,14,1.97,157.61
2023,3,21,15,2.66,152.16
2023,3,21,16,3.64,146.55
2023,3,21,17,5.05,141.73
2023,3,21,18,6.92,137.43
2023,3,21,19,7.56,133.07
2023,3,21,20,7.3,129.31
2023,3,21,21,6.57,126.88
2023,3,21,22,6.04,124.68
2023,3,21,23,5.84,123.48
2023,3,22,0,5.82,121.49
2023,3,22,1,5.68,118.68
2023,3,22,2,5.56,115.48
2023,3,22,3,5.52,112.03
2023,3,22,4,5.55,108.79
2023,3,22,5,5.64,104.94
2023,3,22,6,5.81,96.8
2023,3,22,7,4.92,89.45
2023,3,22,8,4.1,81.67
2023,3,22,9,3.13,64.59
2023,3,22,10,2.13,50.95
2023,3,22,11,1.43,45.44
2023,3,22,12,0.56,60.95
2023,3,22,13,0.94,169.91
2023,3,22,14,2.25,172.6
2023,3,22,15,3.66,165.4
2023,3,22,16,5.25,154.05
2023,3,22,17,7.01,144.34
2023,3,22,18,8.1,135.66
2023,3,22,19,8.11,127.76
2023,3,22,20,7.4,123.94
2023,3,22,21,6.96,122.96
2023,3,22,22,6.94,122.55
2023,3,22,23,6.86,119.25
2023,3,23,0,6.53,113.93
2023,3,23,1,6.21,107.04
2023,3,23,2,5.93,99.93
2023,3,23,3,5.75,93.27
2023,3,23,4,5.51,91.95
2023,3,23,5,5.5,87.31
2023,3,23,6,5.39,81.07
2023,3,23,7,4.39,78.93
2023,3,23,8,3.6,70.74
2023,3,23,9,2.52,52.42
2023,3,23,10,1.43,33.43
2023,3,23,11,0.92,18.28
2023,3,23,12,0.37,340.43
2023,3,23,13,0.58,220.6
2023,3,23,14,1.26,192.49
2023,3,23,15,2.06,180.87
2023,3,23,16,3.05,170.13
2023,3,23,17,4.29,156.94
2023,3,23,18,5.78,145.41
2023,3,23,19,6.85,134.17
2023,3,23,20,6.92,123.82
2023,3,23,21,6.75,115.73
2023,3,23,22,6.42,110.51
2023,3,23,23,6.08,105.05
2023,3,24,0,5.59,100.07
2023,3,24,1,5.2,92.58
2023,3,24,2,4.81,81.32
2023,3,24,3,4.61,67.26
2023,3,24,4,4.61,53.05
2023,3,24,5,4.72,39.62
2023,3,24,6,4.83,27.23
2023,3,24,7,3.62,14.13
2023,3,24,8,3.57,340.46
2023,3,24,9,3.97,316.91
2023,3,24,10,4.16,302.5
2023,3,24,11,4.28,294.74
2023,3,24,12,4.13,287.17
2023,3,24,13,3.72,277.84
2023,3,24,14,3.26,264.64
2023,3,24,15,2.87,246.23
2023,3,24,16,2.75,223.39
2023,3,24,17,3.2,196.75
2023,3,24,18,4.22,174.48
2023,3,24,19,5.43,155.35
2023,3,24,20,6.33,139.61
2023,3,24,21,6.51,129.3
2023,3,24,22,6.3,124.08
2023,3,24,23,6.02,122.97
2023,3,25,0,5.59,122.09
2023,3,25,1,5.31,122.08
2023,3,25,2,5.02,123.39
2023,3,25,3,4.78,125.28
2023,3,25,4,4.74,127.23
2023,3,25,5,4.59,129.68
2023,3,25,6,4.31,129.7
2023,3,25,7,3.52,127.33
2023,3,25,8,2.76,128.56
2023,3,25,9,1.59,145.22
2023,3,25,10,0.97,191.13
2023,3,25,11,1.17,229.07
2023,3,25,12,1.42,239.2
2023,3,25,13,1.51,240.92
2023,3,25,14,1.54,239.79
2023,3,25,15,1.58,239.38
2023,3,25,16,1.64,235.25
2023,3,25,17,1.73,219.14
2023,3,25,18,2.35,188.99
2023,3,25,19,3.19,158.77
2023,3,25,20,3.97,133.56
2023,3,25,21,4.7,112.35
2023,3,25,22,5.44,95.85
2023,3,25,23,5.59,82.45
2023,3,26,0,5.55,69.47
2023,3,26,1,5.42,57.18
2023,3,26,2,5.22,44.7
2023,3,26,3,5.06,31.24
2023,3,26,4,4.98,17.81
2023,3,26,5,5.22,9.22
2023,3,26,6,5.42,7.03
2023,3,26,7,4.29,3.55
2023,3,26,8,4.59,342.98
2023,3,26,9,5.68,328.5
2023,3,26,10,6.03,318.57
2023,3,26,11,6.18,312.95
2023,3,26,12,6.23,309.76
2023,3,26,13,6.11,307.62
2023,3,26,14,5.74,305.47
2023,3,26,15,5.19,305.32
2023,3,26,16,4.6,308.8
2023,3,26,17,4.2,317.79
2023,3,26,18,4.16,330.31
2023,3,26,19,4.33,337.87
2023,3,26,20,4.45,340.52
2023,3,26,21,4.41,334.75
2023,3,26,22,4.17,320.17
2023,3,26,23,3.67,293.89
2023,3,27,0,2.97,261.38
2023,3,27,1,2.2,215.61
2023,3,27,2,3.24,167.31
2023,3,27,3,5.17,151.38
2023,3,27,4,6.6,142.17
2023,3,27,5,6.91,136.05
2023,3,27,6,6.93,131.11
2023,3,27,7,7.31,127.97
2023,3,27,8,7.15,123.72
2023,3,27,9,6.3,123.32
2023,3,27,10,5.35,127.34
2023,3,27,11,4.54,131.93
2023,3,27,12,4.34,137.84
2023,3,27,13,4.58,143.33
2023,3,27,14,5.25,145.25
2023,3,27,15,6.5,142.52
2023,3,27,16,7.89,139.98
2023,3,27,17,8.69,137.62
2023,3,27,18,8.51,134.33
2023,3,27,19,8.05,131.69
2023,3,27,20,7.94,130.37
2023,3,27,21,7.75,129.72
2023,3,27,22,7.42,128.63
2023,3,27,23,7.16,126.12
2023,3,28,0,7.43,120.96
2023,3,28,1,7.23,118.25
2023,3,28,2,6.81,116.59
2023,3,28,3,6.17,115.92
2023,3,28,4,6.1,111.57
2023,3,28,5,5.93,108.03
2023,3,28,6,5.54,104.8
2023,3,28,7,5.21,91.98
2023,3,28,8,4.43,73.83
2023,3,28,9,3.09,45.1
2023,3,28,10,2.32,4.06
2023,3,28,11,2.37,328.87
2023,3,28,12,2.85,305.87
2023,3,28,13,3.22,293.27
2023,3,28,14,3.33,282.6
2023,3,28,15,2.88,270.16
2023,3,28,16,2.12,240.41
2023,3,28,17,2.4,185.78
2023,3,28,18,4.27,150.29
2023,3,28,19,5.83,133.86
2023,3,28,20,6.28,123.33
2023,3,28,21,6.22,115.21
2023,3,28,22,6.29,108.84
2023,3,28,23,6.36,102.48
2023,3,29,0,6.23,95.75
2023,3,29,1,5.72,90.0
2023,3,29,2,5.01,84.99
2023,3,29,3,4.43,78.61
2023,3,29,4,4.19,68.32
2023,3,29,5,4.17,55.54
2023,3,29,6,4.16,44.47
2023,3,29,7,3.3,35.57
2023,3,29,8,2.94,13.85
2023,3,29,9,4.3,343.77
2023,3,29,10,4.72,331.87
2023,3,29,11,4.81,324.12
2023,3,29,12,4.66,319.55
2023,3,29,13,4.38,318.32
2023,3,29,14,3.98,318.42
2023,3,29,15,3.4,319.94
2023,3,29,16,2.77,323.84
2023,3,29,17,2.01,331.25
2023,3,29,18,1.03,349.03
2023,3,29,19,0.69,59.93
2023,3,29,20,1.21,78.47
2023,3,29,21,1.44,73.24
2023,3,29,22,1.57,59.48
2023,3,29,23,1.78,41.26
2023,3,30,0,2.03,24.59
2023,3,30,1,2.31,8.38
2023,3,30,2,2.59,355.5
2023,3,30,3,2.83,347.42
2023,3,30,4,3.15,344.0
2023,3,30,5,3.35,343.04
2023,3,30,6,3.48,347.83
2023,3,30,7,2.77,346.94
2023,3,30,8,2.82,323.58
2023,3,30,9,3.45,320.69
2023,3,30,10,4.14,320.97
2023,3,30,11,4.71,319.78
2023,3,30,12,4.86,315.52
2023,3,30,13,4.63,310.82
2023,3,30,14,4.25,306.47
2023,3,30,15,3.68,300.48
2023,3,30,16,2.94,296.02
2023,3,30,17,2.22,292.77
2023,3,30,18,1.36,298.77
2023,3,30,19,0.63,341.11
2023,3,30,20,1.15,43.63
2023,3,30,21,2.13,44.85
2023,3,30,22,3.01,34.76
2023,3,30,23,3.76,23.53
2023,3,31,0,4.19,13.49
2023,3,31,1,4.5,5.88
2023,3,31,2,4.73,0.09
2023,3,31,3,4.6,349.83
2023,3,31,4,4.45,336.05
2023,3,31,5,4.41,327.8
2023,3,31,6,4.07,321.31
2023,3,31,7,2.96,312.32
2023,3,31,8,2.93,288.05
2023,3,31,9,3.32,286.0
2023,3,31,10,3.59,292.54
2023,3,31,11,3.71,294.78
2023,3,31,12,3.92,291.91
2023,3,31,13,4.14,286.35
2023,3,31,14,4.26,282.4
2023,3,31,15,4.13,281.12
2023,3,31,16,3.81,279.81
2023,3,31,17,3.32,275.94
2023,3,31,18,2.42,266.48
2023,3,31,19,1.51,247.15
2023,3,31,20,0.81,198.61
2023,3,31,21,0.93,133.31
2023,3,31,22,1.39,104.04
2023,3,31,23,1.79,85.99
2023,4,1,0,1.86,70.12
2023,4,1,1,1.68,52.54
2023,4,1,2,1.5,34.85
2023,4,1,3,1.35,19.59
2023,4,1,4,1.25,4.29
2023,4,1,5,1.16,348.31
2023,4,1,6,1.05,333.43
2023,4,1,7,0.99,273.6
2023,4,1,8,2.7,233.0
2023,4,1,9,3.22,228.45
2023,4,1,10,3.41,227.51
2023,4,1,11,3.31,227.87
2023,4,1,12,3.24,224.41
2023,4,1,13,3.32,216.68
2023,4,1,14,3.42,207.21
2023,4,1,15,3.54,194.07
2023,4,1,16,4.06,176.69
2023,4,1,17,5.35,160.82
2023,4,1,18,6.95,148.88
2023,4,1,19,7.85,141.91
2023,4,1,20,8.1,140.01
2023,4,1,21,8.18,136.04
2023,4,1,22,7.99,134.33
2023,4,1,23,8.51,135.71
2023,4,2,0,8.66,137.45
2023,4,2,1,8.39,137.95
2023,4,2,2,7.57,135.88
2023,4,2,3,7.14,136.77
2023,4,2,4,7.01,137.17
2023,4,2,5,7.18,137.65
2023,4,2,6,6.93,133.03
2023,4,2,7,6.93,132.21
2023,4,2,8,6.97,128.86
2023,4,2,9,6.4,127.01
2023,4,2,10,5.7,127.48
2023,4,2,11,5.15,130.87
2023,4,2,12,4.8,136.32
2023,4,2,13,4.65,142.09
2023,4,2,14,4.83,146.08
2023,4,2,15,5.36,146.06
2023,4,2,16,6.25,142.72
2023,4,2,17,7.24,139.33
2023,4,2,18,7.77,136.3
2023,4,2,19,7.58,134.08
2023,4,2,20,7.38,133.24
2023,4,2,21,7.23,133.91
2023,4,2,22,7.35,130.6
2023,4,2,23,6.99,128.6
2023,4,3,0,6.61,127.22
2023,4,3,1,6.54,124.43
2023,4,3,2,6.16,121.47
2023,4,3,3,5.63,119.45
2023,4,3,4,5.34,116.53
2023,4,3,5,5.36,109.31
2023,4,3,6,5.08,103.78
2023,4,3,7,4.39,92.14
2023,4,3,8,3.78,72.8
2023,4,3,9,2.84,39.99
2023,4,3,10,2.38,353.41
2023,4,3,11,2.71,314.65
2023,4,3,12,3.13,294.2
2023,4,3,13,3.3,280.51
2023,4,3,14,3.11,269.86
2023,4,3,15,2.69,256.89
2023,4,3,16,2.24,230.81
2023,4,3,17,2.79,183.05
2023,4,3,18,4.57,149.05
2023,4,3,19,6.02,125.55
2023,4,3,20,6.71,114.84
2023,4,3,21,6.51,108.33
2023,4,3,22,6.16,102.59
2023,4,3,23,5.64,99.32
2023,4,4,0,5.04,92.58
2023,4,4,1,4.52,82.65
2023,4,4,2,4.15,72.11
2023,4,4,3,3.84,60.88
2023,4,4,4,3.6,47.28
2023,4,4,5,3.6,31.13
2023,4,4,6,3.71,15.76
2023,4,4,7,3.39,353.12
2023,4,4,8,3.94,332.47
2023,4,4,9,4.41,324.88
2023,4,4,10,4.64,318.82
2023,4,4,11,4.51,311.28
2023,4,4,12,4.21,302.04
2023,4,4,13,3.8,291.98
2023,4,4,14,3.34,282.99
2023,4,4,15,2.85,274.87
2023,4,4,16,2.51,258.87
2023,4,4,17,2.5,223.99
2023,4,4,18,3.57,183.64
2023,4,4,19,5.1,158.79
2023,4,4,20,6.08,141.42
2023,4,4,21,6.32,127.97
2023,4,4,22,6.15,118.35
2023,4,4,23,5.97,112.94
2023,4,5,0,5.78,107.8
2023,4,5,1,5.51,101.79
2023,4,5,2,5.15,99.33
2023,4,5,3,5.06,97.09
2023,4,5,4,5.07,95.48
2023,4,5,5,4.9,97.42
2023,4,5,6,4.58,100.91
2023,4,5,7,3.73,104.82
2023,4,5,8,3.17,109.91
2023,4,5,9,2.67,109.5
2023,4,5,10,1.92,115.31
2023,4,5,11,1.52,148.28
2023,4,5,12,2.17,177.94
2023,4,5,13,2.99,180.15
2023,4,5,14,3.54,170.2
2023,4,5,15,4.17,157.18
2023,4,5,16,5.15,148.02
2023,4,5,17,6.65,144.46
2023,4,5,18,8.15,141.46
2023,4,5,19,7.87,138.3
2023,4,5,20,7.21,135.4
2023,4,5,21,6.88,132.1
2023,4,5,22,6.8,128.79
2023,4,5,23,6.75,125.58
2023,4,6,0,6.54,125.67
2023,4,6,1,6.36,126.56
2023,4,6,2,6.26,126.53
2023,4,6,3,6.16,125.77
2023,4,6,4,6.11,125.05
2023,4,6,5,6.17,123.59
2023,4,6,6,6.11,119.58
2023,4,6,7,6.02,112.44
2023,4,6,8,5.7,102.74
2023,4,6,9,4.63,90.1
2023,4,6,10,3.27,73.04
2023,4,6,11,2.11,50.55
2023,4,6,12,1.28,19.54
2023,4,6,13,1.05,334.96
2023,4,6,14,1.2,294.23
2023,4,6,15,1.05,246.69
2023,4,6,16,1.83,175.58
2023,4,6,17,3.9,154.77
2023,4,6,18,6.04,143.37
2023,4,6,19,6.95,131.95
2023,4,6,20,7.12,124.13
2023,4,6,21,6.89,119.76
2023,4,6,22,6.61,117.44
2023,4,6,23,6.19,119.22
2023,4,7,0,6.16,118.48
2023,4,7,1,5.95,114.61
2023,4,7,2,5.65,109.96
2023,4,7,3,5.74,102.9
2023,4,7,4,5.53,97.8
2023,4,7,5,5.43,97.61
2023,4,7,6,5.35,98.98
2023,4,7,7,4.59,92.63
2023,4,7,8,3.64,77.87
2023,4,7,9,3.17,54.74
2023,4,7,10,3.24,29.28
2023,4,7,11,4.18,5.9
2023,4,7,12,4.88,352.36
2023,4,7,13,4.77,344.12
2023,4,7,14,4.28,337.46
2023,4,7,15,3.64,333.11
2023,4,7,16,3.23,320.5
2023,4,7,17,3.78,295.56
2023,4,7,18,4.26,264.43
2023,4,7,19,4.36,235.37
2023,4,7,20,3.94,213.03
2023,4,7,21,3.67,198.47
2023,4,7,22,3.29,188.88
2023,4,7,23,3.0,182.53
2023,4,8,0,2.81,181.44
2023,4,8,1,2.85,180.31
2023,4,8,2,2.85,170.23
2023,4,8,3,2.79,158.47
2023,4,8,4,2.71,150.85
2023,4,8,5,2.52,146.66
2023,4,8,6,2.28,135.97
2023,4,8,7,1.99,112.64
2023,4,8,8,2.12,98.25
2023,4,8,9,1.87,95.04
2023,4,8,10,1.27,100.62
2023,4,8,11,1.01,121.72
2023,4,8,12,1.07,124.62
2023,4,8,13,1.42,120.8
2023,4,8,14,2.18,119.23
2023,4,8,15,3.24,119.66
2023,4,8,16,4.19,121.5
2023,4,8,17,5.23,121.2
2023,4,8,18,6.33,116.06
2023,4,8,19,7.25,106.01
2023,4,8,20,7.57,99.74
2023,4,8,21,6.96,101.32
2023,4,8,22,6.66,106.92
2023,4,8,23,7.01,109.12
2023,4,9,0,7.34,107.61
2023,4,9,1,7.13,107.68
2023,4,9,2,6.78,113.35
2023,4,9,3,6.84,117.03
2023,4,9,4,7.01,117.39
2023,4,9,5,7.15,116.62
2023,4,9,6,7.22,114.49
2023,4,9,7,6.91,111.43
2023,4,9,8,6.96,106.16
2023,4,9,9,6.59,101.14
2023,4,9,10,6.05,100.42
2023,4,9,11,5.56,103.65
2023,4,9,12,5.27,110.59
2023,4,9,13,5.54,118.73
2023,4,9,14,6.3,123.93
2023,4,9,15,7.13,125.19
2023,4,9,16,7.62,126.12
2023,4,9,17,7.53,127.24
2023,4,9,18,7.9,127.32
2023,4,9,19,8.18,124.49
2023,4,9,20,8.18,120.93
2023,4,9,21,8.28,117.89
2023,4,9,22,8.47,113.61
2023,4,9,23,7.79,110.62
2023,4,10,0,7.26,109.21
2023,4,10,1,6.54,110.43
2023,4,10,2,6.38,111.41
2023,4,10,3,6.33,112.42
2023,4,10,4,6.25,113.33
2023,4,10,5,6.57,109.97
2023,4,10,6,6.4,108.94
2023,4,10,7,6.75,104.07
2023,4,10,8,6.6,100.71
2023,4,10,9,5.73,100.05
2023,4,10,10,4.77,101.44
2023,4,10,11,4.09,107.78
2023,4,10,12,3.91,119.28
2023,4,10,13,4.27,129.58
2023,4,10,14,5.06,134.62
2023,4,10,15,6.25,136.77
2023,4,10,16,7.51,137.4
2023,4,10,17,8.22,138.12
2023,4,10,18,8.41,137.37
2023,4,10,19,8.0,134.72
2023,4,10,20,7.32,131.67
2023,4,10,21,6.99,128.37
2023,4,10,22,6.81,125.62
2023,4,10,23,6.56,123.78
2023,4,11,0,6.27,121.55
2023,4,11,1,5.97,119.92
2023,4,11,2,5.7,118.92
2023,4,11,3,5.5,117.11
2023,4,11,4,5.29,114.25
2023,4,11,5,5.05,109.42
2023,4,11,6,4.74,103.72
2023,4,11,7,3.95,90.45
2023,4,11,8,3.18,71.65
2023,4,11,9,2.36,38.69
2023,4,11,10,2.08,0.43
2023,4,11,11,2.22,339.84
2023,4,11,12,2.28,327.29
2023,4,11,13,2.31,318.7
2023,4,11,14,2.18,311.8
2023,4,11,15,1.88,307.58
2023,4,11,16,1.51,296.43
2023,4,11,17,0.91,252.5
2023,4,11,18,1.8,175.77
2023,4,11,19,3.32,147.51
2023,4,11,20,4.59,129.06
2023,4,11,21,5.46,115.06
2023,4,11,22,5.7,104.46
2023,4,11,23,5.52,94.55
2023,4,12,0,5.08,85.94
2023,4,12,1,4.53,75.94
2023,4,12,2,4.0,62.59
2023,4,12,3,3.7,47.05
2023,4,12,4,3.66,34.13
2023,4,12,5,3.79,26.14
2023,4,12,6,4.07,20.31
2023,4,12,7,3.37,14.23
2023,4,12,8,3.1,351.89
2023,4,12,9,3.35,333.85
2023,4,12,10,3.33,324.37
2023,4,12,11,3.28,315.48
2023,4,12,12,3.31,307.03
2023,4,12,13,3.42,303.14
2023,4,12,14,3.34,300.94
2023,4,12,15,3.04,296.76
2023,4,12,16,2.59,289.75
2023,4,12,17,2.27,290.3
2023,4,12,18,1.35,291.68
2023,4,12,19,0.12,31.61
2023,4,12,20,1.41,86.82
2023,4,12,21,2.5,75.14
2023,4,12,22,3.28,64.65
2023,4,12,23,3.72,53.27
2023,4,13,0,3.85,36.92
2023,4,13,1,3.86,19.86
2023,4,13,2,4.02,3.78
2023,4,13,3,4.41,351.02
2023,4,13,4,4.73,342.52
2023,4,13,5,4.66,336.7
2023,4,13,6,4.32,339.33
2023,4,13,7,3.58,343.5
2023,4,13,8,3.82,331.03
2023,4,13,9,4.05,324.35
2023,4,13,10,4.13,318.22
2023,4,13,11,4.29,311.97
2023,4,13,12,4.25,305.94
2023,4,13,13,3.79,302.12
2023,4,13,14,3.16,299.67
2023,4,13,15,2.5,298.17
2023,4,13,16,1.79,297.57
2023,4,13,17,1.08,305.3
2023,4,13,18,0.47,349.44
2023,4,13,19,0.89,59.38
2023,4,13,20,1.66,68.75
2023,4,13,21,2.27,68.57
2023,4,13,22,2.68,66.49
2023,4,13,23,3.19,63.87
2023,4,14,0,3.8,61.01
2023,4,14,1,3.84,59.84
2023,4,14,2,3.85,62.6
2023,4,14,3,4.04,62.99
2023,4,14,4,3.35,57.2
2023,4,14,5,2.49,48.81
2023,4,14,6,2.41,47.36
2023,4,14,7,2.45,45.0
2023,4,14,8,1.71,20.92
2023,4,14,9,2.58,325.35
2023,4,14,10,3.28,314.71
2023,4,14,11,3.5,305.75
2023,4,14,12,3.49,300.88
2023,4,14,13,3.58,297.85
2023,4,14,14,3.3,298.57
2023,4,14,15,2.93,301.83
2023,4,14,16,2.81,312.75
2023,4,14,17,2.72,324.71
2023,4,14,18,3.33,325.42
2023,4,14,19,4.04,320.49
2023,4,14,20,4.78,312.75
2023,4,14,21,5.71,300.49
2023,4,14,22,5.96,291.69
2023,4,14,23,6.1,282.88
2023,4,15,0,6.09,269.04
2023,4,15,1,6.09,249.96
2023,4,15,2,5.83,231.69
2023,4,15,3,5.13,220.68
2023,4,15,4,4.43,208.19
2023,4,15,5,3.91,192.12
2023,4,15,6,3.66,181.22
2023,4,15,7,3.45,178.19
2023,4,15,8,3.91,179.08
2023,4,15,9,3.6,186.11
2023,4,15,10,3.41,194.58
2023,4,15,11,3.61,199.18
2023,4,15,12,4.01,199.95
2023,4,15,13,4.34,196.94
2023,4,15,14,4.7,189.09
2023,4,15,15,5.14,176.26
2023,4,15,16,5.83,159.18
2023,4,15,17,6.7,144.83
2023,4,15,18,7.31,136.95
2023,4,15,19,7.05,132.67
2023,4,15,20,6.55,128.61
2023,4,15,21,6.26,126.17
2023,4,15,22,5.97,125.62
2023,4,15,23,5.74,125.03
2023,4,16,0,5.87,124.16
2023,4,16,1,6.65,121.15
2023,4,16,2,6.76,119.65
2023,4,16,3,6.78,118.72
