-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2023,3,11,17,39.0,53.92,5.06,0.05,0.27
2023,3,11,18,2.2,3.02,0.3,0.0,0.0
2023,3,11,19,0.0,0.0,0.0,0.0,0.0
2023,3,11,20,0.0,0.0,0.0,0.0,0.0
2023,3,11,21,0.0,0.0,0.0,0.0,0.0
2023,3,11,22,0.0,0.0,0.0,0.0,0.0
2023,3,11,23,0.0,0.0,0.0,0.0,0.0
2023,3,12,0,0.0,0.0,0.0,0.0,0.0
2023,3,12,1,0.0,0.0,0.0,0.0,0.0
2023,3,12,2,0.0,0.0,0.0,0.0,0.0
2023,3,12,3,0.0,0.0,0.0,0.0,0.0
2023,3,12,4,0.0,0.0,0.0,0.0,0.0
2023,3,12,5,0.0,0.0,0.0,0.0,0.0
2023,3,12,6,9.83,12.35,1.27,0.01,0.02
2023,3,12,7,64.02,93.33,8.47,0.12,0.65
2023,3,12,8,143.23,201.5,18.91,0.48,2.55
2023,3,12,9,244.48,301.98,32.29,1.09,6.27
2023,3,12,10,295.58,380.27,39.82,1.57,8.42
2023,3,12,11,312.5,426.02,42.91,1.84,9.85
2023,3,12,12,364.1,451.92,50.37,2.22,12.3
2023,3,12,13,328.25,427.02,45.8,1.92,10.3
2023,3,12,14,281.35,369.33,38.73,1.47,8.42
2023,3,12,15,177.6,282.2,24.66,0.79,4.48
2023,3,12,16,81.73,172.6,11.34,0.26,1.33
2023,3,12,17,25.88,61.58,3.52,0.03,0.17
2023,3,12,18,1.25,3.02,0.18,0.0,0.0
2023,3,12,19,0.0,0.0,0.0,0.0,0.0
2023,3,12,20,0.0,0.0,0.0,0.0,0.0
2023,3,12,21,0.0,0.0,0.0,0.0,0.0
2023,3,12,22,0.0,0.0,0.0,0.0,0.0
2023,3,12,23,0.0,0.0,0.0,0.0,0.0
2023,3,13,0,0.0,0.0,0.0,0.0,0.0
2023,3,13,1,0.0,0.0,0.0,0.0,0.0
2023,3,13,2,0.0,0.0,0.0,0.0,0.0
2023,3,13,3,0.0,0.0,0.0,0.0,0.0
2023,3,13,4,0.0,0.0,0.0,0.0,0.0
2023,3,13,5,0.0,0.0,0.0,0.0,0.0
2023,3,13,6,10.2,11.75,1.33,0.01,0.02
2023,3,13,7,64.8,85.2,8.36,0.12,0.6
2023,3,13,8,139.75,187.1,18.09,0.45,2.33
2023,3,13,9,221.05,290.75,29.03,0.95,5.55
2023,3,13,10,282.73,370.98,37.7,1.45,7.65
2023,3,13,11,294.15,419.35,40.06,1.67,8.8
2023,3,13,12,301.4,439.25,42.1,1.8,9.75
2023,3,13,13,289.05,413.2,40.62,1.67,8.58
2023,3,13,14,172.48,355.48,25.25,0.93,5.23
2023,3,13,15,141.15,267.88,20.02,0.62,3.45
2023,3,13,16,93.08,162.55,12.75,0.28,1.45
2023,3,13,17,31.0,57.62,4.09,0.04,0.2
2023,3,13,18,2.15,2.73,0.29,0.0,0.0
2023,3,13,19,0.0,0.0,0.0,0.0,0.0
2023,3,13,20,0.0,0.0,0.0,0.0,0.0
2023,3,13,21,0.0,0.0,0.0,0.0,0.0
2023,3,13,22,0.0,0.0,0.0,0.0,0.0
2023,3,13,23,0.0,0.0,0.0,0.0,0.0
2023,3,14,0,0.0,0.0,0.0,0.0,0.0
2023,3,14,1,0.0,0.0,0.0,0.0,0.0
2023,3,14,2,0.0,0.0,0.0,0.0,0.0
2023,3,14,3,0.0,0.0,0.0,0.0,0.0
2023,3,14,4,0.0,0.0,0.0,0.0,0.0
2023,3,14,5,0.0,0.0,0.0,0.0,0.0
2023,3,14,6,7.65,12.67,1.05,0.01,0.02
2023,3,14,7,59.95,96.2,8.16,0.11,0.58
2023,3,14,8,125.65,207.0,17.38,0.44,2.25
2023,3,14,9,231.0,307.9,31.19,1.03,5.88
2023,3,14,10,308.7,384.12,42.23,1.6,8.5
2023,3,14,11,340.75,429.52,46.84,1.95,10.25
2023,3,14,12,305.1,440.48,43.23,1.85,9.98
2023,3,14,13,258.8,417.2,36.6,1.48,7.65
2023,3,14,14,82.2,360.85,12.5,0.47,2.65
2023,3,14,15,58.6,274.15,8.91,0.28,1.52
2023,3,14,16,43.55,175.6,6.56,0.15,0.75
2023,3,14,17,10.58,63.98,1.55,0.02,0.08
2023,3,14,18,1.33,2.67,0.2,0.0,0.0
2023,3,14,19,0.0,0.0,0.0,0.0,0.0
2023,3,14,20,0.0,0.0,0.0,0.0,0.0
2023,3,14,21,0.0,0.0,0.0,0.0,0.0
2023,3,14,22,0.0,0.0,0.0,0.0,0.0
2023,3,14,23,0.0,0.0,0.0,0.0,0.0
2023,3,15,0,0.0,0.0,0.0,0.0,0.0
2023,3,15,1,0.0,0.0,0.0,0.0,0.0
2023,3,15,2,0.0,0.0,0.0,0.0,0.0
2023,3,15,3,0.0,0.0,0.0,0.0,0.0
2023,3,15,4,0.0,0.0,0.0,0.0,0.0
2023,3,15,5,0.0,0.0,0.0,0.0,0.0
2023,3,15,6,8.7,14.05,1.2,0.01,0.02
2023,3,15,7,66.73,111.4,9.02,0.13,0.67
2023,3,15,8,135.95,224.7,18.88,0.48,2.52
2023,3,15,9,228.75,323.15,31.55,1.06,6.17
2023,3,15,10,283.27,397.0,40.27,1.58,8.5
2023,3,15,11,330.5,441.15,46.83,1.98,10.48
2023,3,15,12,366.55,447.58,51.06,2.2,11.85
2023,3,15,13,334.83,424.15,46.21,1.92,9.8
2023,3,15,14,272.02,368.62,37.84,1.41,8.15
2023,3,15,15,162.12,284.2,22.91,0.71,3.98
2023,3,15,16,101.25,178.9,14.07,0.31,1.6
2023,3,15,17,35.55,67.02,4.97,0.05,0.23
2023,3,15,18,1.75,2.58,0.25,0.0,0.0
2023,3,15,19,0.0,0.0,0.0,0.0,0.0
2023,3,15,20,0.0,0.0,0.0,0.0,0.0
2023,3,15,21,0.0,0.0,0.0,0.0,0.0
2023,3,15,22,0.0,0.0,0.0,0.0,0.0
2023,3,15,23,0.0,0.0,0.0,0.0,0.0
2023,3,16,0,0.0,0.0,0.0,0.0,0.0
2023,3,16,1,0.0,0.0,0.0,0.0,0.0
2023,3,16,2,0.0,0.0,0.0,0.0,0.0
2023,3,16,3,0.0,0.0,0.0,0.0,0.0
2023,3,16,4,0.0,0.0,0.0,0.0,0.0
2023,3,16,5,0.0,0.0,0.0,0.0,0.0
2023,3,16,6,13.3,13.8,1.58,0.01,0.02
2023,3,16,7,107.02,108.65,11.84,0.16,0.77
2023,3,16,8,214.73,219.02,26.28,0.62,3.12
2023,3,16,9,301.33,320.75,39.46,1.28,6.98
2023,3,16,10,383.25,396.75,51.54,2.0,11.17
2023,3,16,11,415.92,441.27,56.86,2.41,13.33
2023,3,16,12,417.27,454.4,57.81,2.5,14.17
2023,3,16,13,381.4,430.62,52.64,2.19,11.73
2023,3,16,14,326.35,374.75,44.36,1.65,9.5
2023,3,16,15,247.55,290.65,32.6,0.98,5.45
2023,3,16,16,153.02,184.7,19.15,0.4,2.02
2023,3,16,17,56.02,69.77,6.66,0.06,0.3
2023,3,16,18,2.17,2.48,0.29,0.0,0.0
2023,3,16,19,0.0,0.0,0.0,0.0,0.0
2023,3,16,20,0.0,0.0,0.0,0.0,0.0
2023,3,16,21,0.0,0.0,0.0,0.0,0.0
2023,3,16,22,0.0,0.0,0.0,0.0,0.0
2023,3,16,23,0.0,0.0,0.0,0.0,0.0
2023,3,17,0,0.0,0.0,0.0,0.0,0.0
2023,3,17,1,0.0,0.0,0.0,0.0,0.0
2023,3,17,2,0.0,0.0,0.0,0.0,0.0
2023,3,17,3,0.0,0.0,0.0,0.0,0.0
2023,3,17,4,0.0,0.0,0.0,0.0,0.0
2023,3,17,5,0.0,0.0,0.0,0.0,0.0
2023,3,17,6,10.05,13.33,1.33,0.01,0.02
2023,3,17,7,76.38,106.5,9.78,0.15,0.75
2023,3,17,8,163.83,216.1,21.48,0.55,2.88
2023,3,17,9,271.12,315.2,35.61,1.2,7.05
2023,3,17,10,301.33,392.45,42.12,1.67,9.1
2023,3,17,11,357.83,438.08,49.59,2.12,11.25
2023,3,17,12,361.1,451.83,50.84,2.23,12.12
2023,3,17,13,358.8,428.52,49.57,2.09,10.67
2023,3,17,14,262.23,373.0,37.12,1.41,8.42
2023,3,17,15,213.1,289.38,29.12,0.91,5.17
2023,3,17,16,125.8,183.58,16.64,0.37,1.92
2023,3,17,17,42.38,68.88,5.56,0.05,0.27
2023,3,17,18,1.48,2.25,0.21,0.0,0.0
2023,3,17,19,0.0,0.0,0.0,0.0,0.0
2023,3,17,20,0.0,0.0,0.0,0.0,0.0
2023,3,17,21,0.0,0.0,0.0,0.0,0.0
2023,3,17,22,0.0,0.0,0.0,0.0,0.0
2023,3,17,23,0.0,0.0,0.0,0.0,0.0
2023,3,18,0,0.0,0.0,0.0,0.0,0.0
2023,3,18,1,0.0,0.0,0.0,0.0,0.0
2023,3,18,2,0.0,0.0,0.0,0.0,0.0
2023,3,18,3,0.0,0.0,0.0,0.0,0.0
2023,3,18,4,0.0,0.0,0.0,0.0,0.0
2023,3,18,5,0.0,0.0,0.0,0.0,0.0
2023,3,18,6,12.12,13.6,1.52,0.01,0.02
2023,3,18,7,102.23,108.6,11.47,0.16,0.77
2023,3,18,8,207.73,216.65,25.54,0.61,3.08
2023,3,18,9,309.02,315.23,39.79,1.28,7.0
2023,3,18,10,391.9,390.27,52.06,1.98,11.3
2023,3,18,11,438.9,437.23,59.52,2.48,14.62
2023,3,18,12,443.3,451.92,60.93,2.59,15.42
2023,3,18,13,394.08,428.5,54.02,2.21,12.7
2023,3,18,14,317.88,373.0,43.36,1.6,9.1
2023,3,18,15,251.27,288.52,32.74,0.97,5.15
2023,3,18,16,163.35,182.85,19.49,0.39,1.95
2023,3,18,17,62.95,67.62,6.59,0.05,0.27
2023,3,18,18,2.02,2.05,0.26,0.0,0.0
2023,3,18,19,0.0,0.0,0.0,0.0,0.0
2023,3,18,20,0.0,0.0,0.0,0.0,0.0
2023,3,18,21,0.0,0.0,0.0,0.0,0.0
2023,3,18,22,0.0,0.0,0.0,0.0,0.0
2023,3,18,23,0.0,0.0,0.0,0.0,0.0
2023,3,19,0,0.0,0.0,0.0,0.0,0.0
2023,3,19,1,0.0,0.0,0.0,0.0,0.0
2023,3,19,2,0.0,0.0,0.0,0.0,0.0
2023,3,19,3,0.0,0.0,0.0,0.0,0.0
2023,3,19,4,0.0,0.0,0.0,0.0,0.0
2023,3,19,5,0.0,0.0,0.0,0.0,0.0
2023,3,19,6,11.17,13.23,1.39,0.01,0.02
2023,3,19,7,102.05,108.62,11.33,0.15,0.75
2023,3,19,8,215.23,219.23,26.21,0.62,3.12
2023,3,19,9,318.15,317.42,40.9,1.31,7.08
2023,3,19,10,384.98,390.67,51.31,1.97,11.15
2023,3,19,11,422.02,436.0,57.46,2.41,13.8
2023,3,19,12,417.77,448.08,57.55,2.47,14.25
2023,3,19,13,370.58,423.95,51.15,2.11,11.73
2023,3,19,14,286.05,367.48,39.48,1.48,8.65
2023,3,19,15,203.38,282.67,27.73,0.85,4.75
2023,3,19,16,114.73,176.9,15.24,0.33,1.7
2023,3,19,17,38.0,63.52,5.02,0.05,0.23
2023,3,19,18,1.42,1.77,0.2,0.0,0.0
2023,3,19,19,0.0,0.0,0.0,0.0,0.0
2023,3,19,20,0.0,0.0,0.0,0.0,0.0
2023,3,19,21,0.0,0.0,0.0,0.0,0.0
2023,3,19,22,0.0,0.0,0.0,0.0,0.0
2023,3,19,23,0.0,0.0,0.0,0.0,0.0
2023,3,20,0,0.0,0.0,0.0,0.0,0.0
2023,3,20,1,0.0,0.0,0.0,0.0,0.0
2023,3,20,2,0.0,0.0,0.0,0.0,0.0
2023,3,20,3,0.0,0.0,0.0,0.0,0.0
2023,3,20,4,0.0,0.0,0.0,0.0,0.0
2023,3,20,5,0.0,0.0,0.0,0.0,0.0
2023,3,20,6,11.38,12.9,1.41,0.01,0.02
2023,3,20,7,101.65,105.5,11.41,0.16,0.77
2023,3,20,8,211.67,213.98,25.66,0.61,3.08
2023,3,20,9,312.33,313.27,40.12,1.3,7.05
2023,3,20,10,387.2,386.4,51.35,1.98,11.35
2023,3,20,11,422.55,433.8,57.5,2.42,14.2
2023,3,20,12,386.88,443.15,53.45,2.32,13.42
2023,3,20,13,311.55,419.2,43.55,1.84,9.9
2023,3,20,14,249.9,363.15,35.17,1.34,7.83
2023,3,20,15,173.55,278.83,24.24,0.77,4.3
2023,3,20,16,100.23,173.6,13.75,0.3,1.6
2023,3,20,17,30.17,61.2,3.79,0.03,0.17
2023,3,20,18,1.5,1.58,0.21,0.0,0.0
2023,3,20,19,0.0,0.0,0.0,0.0,0.0
2023,3,20,20,0.0,0.0,0.0,0.0,0.0
2023,3,20,21,0.0,0.0,0.0,0.0,0.0
2023,3,20,22,0.0,0.0,0.0,0.0,0.0
2023,3,20,23,0.0,0.0,0.0,0.0,0.0
2023,3,21,0,0.0,0.0,0.0,0.0,0.0
2023,3,21,1,0.0,0.0,0.0,0.0,0.0
2023,3,21,2,0.0,0.0,0.0,0.0,0.0
2023,3,21,3,0.0,0.0,0.0,0.0,0.0
2023,3,21,4,0.0,0.0,0.0,0.0,0.0
2023,3,21,5,0.0,0.0,0.0,0.0,0.0
2023,3,21,6,9.38,12.33,1.27,0.01,0.02
2023,3,21,7,88.33,104.4,10.42,0.14,0.73
2023,3,21,8,175.38,210.55,21.91,0.52,2.62
2023,3,21,9,281.42,308.92,36.56,1.17,6.38
2023,3,21,10,382.65,385.77,50.81,1.92,10.92
2023,3,21,11,431.33,429.33,58.15,2.39,14.12
2023,3,21,12,446.55,444.92,60.91,2.57,15.27
2023,3,21,13,415.27,419.52,56.16,2.27,13.1
2023,3,21,14,359.2,363.23,47.45,1.7,9.5
2023,3,21,15,272.02,278.7,34.48,0.98,5.15
2023,3,21,16,169.6,171.25,19.59,0.38,1.88
2023,3,21,17,62.9,63.17,6.59,0.05,0.25
2023,3,21,18,0.0,0.0,0.0,0.0,0.0
2023,3,21,19,0.0,0.0,0.0,0.0,0.0
2023,3,21,20,0.0,0.0,0.0,0.0,0.0
2023,3,21,21,0.0,0.0,0.0,0.0,0.0
2023,3,21,22,0.0,0.0,0.0,0.0,0.0
2023,3,21,23,0.0,0.0,0.0,0.0,0.0
2023,3,22,0,0.0,0.0,0.0,0.0,0.0
2023,3,22,1,0.0,0.0,0.0,0.0,0.0
2023,3,22,2,0.0,0.0,0.0,0.0,0.0
2023,3,22,3,0.0,0.0,0.0,0.0,0.0
2023,3,22,4,0.0,0.0,0.0,0.0,0.0
2023,3,22,5,0.0,0.0,0.0,0.0,0.0
2023,3,22,6,12.2,12.27,1.43,0.01,0.02
2023,3,22,7,105.2,105.3,11.3,0.15,0.73
2023,3,22,8,212.25,211.8,25.45,0.59,2.95
2023,3,22,9,311.38,309.88,39.7,1.27,6.77
2023,3,22,10,386.7,384.08,51.11,1.94,11.05
2023,3,22,11,433.88,432.2,58.78,2.44,14.4
2023,3,22,12,411.38,439.65,56.11,2.38,13.83
2023,3,22,13,374.35,415.45,50.99,2.07,11.77
2023,3,22,14,307.17,358.9,41.07,1.49,8.55
2023,3,22,15,217.77,273.73,28.38,0.84,4.45
2023,3,22,16,122.98,167.45,15.17,0.3,1.58
2023,3,22,17,38.75,59.62,4.48,0.04,0.17
2023,3,22,18,0.0,0.0,0.0,0.0,0.0
2023,3,22,19,0.0,0.0,0.0,0.0,0.0
2023,3,22,20,0.0,0.0,0.0,0.0,0.0
2023,3,22,21,0.0,0.0,0.0,0.0,0.0
2023,3,22,22,0.0,0.0,0.0,0.0,0.0
2023,3,22,23,0.0,0.0,0.0,0.0,0.0
2023,3,23,0,0.0,0.0,0.0,0.0,0.0
2023,3,23,1,0.0,0.0,0.0,0.0,0.0
2023,3,23,2,0.0,0.0,0.0,0.0,0.0
2023,3,23,3,0.0,0.0,0.0,0.0,0.0
2023,3,23,4,0.0,0.0,0.0,0.0,0.0
2023,3,23,5,0.0,0.0,0.0,0.0,0.0
2023,3,23,6,10.8,12.23,1.31,0.01,0.02
2023,3,23,7,107.48,108.12,11.47,0.15,0.75
2023,3,23,8,219.75,219.67,26.51,0.62,3.1
2023,3,23,9,318.38,316.33,40.92,1.32,7.08
2023,3,23,10,391.65,388.5,52.12,1.99,11.42
2023,3,23,11,434.12,430.73,58.74,2.45,14.58
2023,3,23,12,422.38,439.88,57.61,2.45,14.5
2023,3,23,13,371.6,415.0,50.68,2.07,11.77
2023,3,23,14,300.3,357.75,40.48,1.49,8.6
2023,3,23,15,203.45,272.98,27.06,0.82,4.45
2023,3,23,16,115.05,167.42,14.85,0.31,1.6
2023,3,23,17,40.62,59.23,5.02,0.04,0.23
2023,3,23,18,0.0,0.0,0.0,0.0,0.0
2023,3,23,19,0.0,0.0,0.0,0.0,0.0
2023,3,23,20,0.0,0.0,0.0,0.0,0.0
2023,3,23,21,0.0,0.0,0.0,0.0,0.0
2023,3,23,22,0.0,0.0,0.0,0.0,0.0
2023,3,23,23,0.0,0.0,0.0,0.0,0.0
2023,3,24,0,0.0,0.0,0.0,0.0,0.0
2023,3,24,1,0.0,0.0,0.0,0.0,0.0
2023,3,24,2,0.0,0.0,0.0,0.0,0.0
2023,3,24,3,0.0,0.0,0.0,0.0,0.0
2023,3,24,4,0.0,0.0,0.0,0.0,0.0
2023,3,24,5,0.0,0.0,0.0,0.0,0.0
2023,3,24,6,10.8,10.92,1.32,0.01,0.02
2023,3,24,7,95.33,95.77,10.53,0.14,0.7
2023,3,24,8,206.25,206.8,24.76,0.59,2.92
2023,3,24,9,307.58,305.85,39.12,1.26,6.77
2023,3,24,10,380.65,378.65,50.16,1.91,11.02
2023,3,24,11,422.48,422.1,56.73,2.36,14.05
2023,3,24,12,418.62,440.35,57.51,2.47,14.48
2023,3,24,13,390.2,416.17,53.13,2.2,12.17
2023,3,24,14,321.65,359.7,43.09,1.58,9.05
2023,3,24,15,223.9,274.88,29.3,0.87,4.62
2023,3,24,16,129.7,169.3,16.09,0.33,1.67
2023,3,24,17,47.62,59.48,5.38,0.04,0.23
2023,3,24,18,0.0,0.0,0.0,0.0,0.0
2023,3,24,19,0.0,0.0,0.0,0.0,0.0
2023,3,24,20,0.0,0.0,0.0,0.0,0.0
2023,3,24,21,0.0,0.0,0.0,0.0,0.0
2023,3,24,22,0.0,0.0,0.0,0.0,0.0
2023,3,24,23,0.0,0.0,0.0,0.0,0.0
2023,3,25,0,0.0,0.0,0.0,0.0,0.0
2023,3,25,1,0.0,0.0,0.0,0.0,0.0
2023,3,25,2,0.0,0.0,0.0,0.0,0.0
2023,3,25,3,0.0,0.0,0.0,0.0,0.0
2023,3,25,4,0.0,0.0,0.0,0.0,0.0
2023,3,25,5,0.0,0.0,0.0,0.0,0.0
2023,3,25,6,10.7,10.75,1.3,0.01,0.02
2023,3,25,7,94.75,95.23,10.5,0.14,0.7
2023,3,25,8,203.88,204.48,24.5,0.59,2.92
2023,3,25,9,300.62,299.88,38.16,1.23,6.67
2023,3,25,10,375.48,373.8,49.33,1.89,10.92
2023,3,25,11,422.35,419.88,56.66,2.38,14.23
2023,3,25,12,421.95,435.52,57.45,2.49,14.33
2023,3,25,13,387.83,410.85,52.53,2.17,12.3
2023,3,25,14,325.95,353.8,43.6,1.6,9.3
2023,3,25,15,254.95,268.27,32.3,0.94,4.95
2023,3,25,16,153.0,161.88,17.74,0.34,1.73
2023,3,25,17,50.38,53.92,5.45,0.04,0.2
2023,3,25,18,0.0,0.0,0.0,0.0,0.0
2023,3,25,19,0.0,0.0,0.0,0.0,0.0
2023,3,25,20,0.0,0.0,0.0,0.0,0.0
2023,3,25,21,0.0,0.0,0.0,0.0,0.0
2023,3,25,22,0.0,0.0,0.0,0.0,0.0
2023,3,25,23,0.0,0.0,0.0,0.0,0.0
2023,3,26,0,0.0,0.0,0.0,0.0,0.0
2023,3,26,1,0.0,0.0,0.0,0.0,0.0
2023,3,26,2,0.0,0.0,0.0,0.0,0.0
2023,3,26,3,0.0,0.0,0.0,0.0,0.0
2023,3,26,4,0.0,0.0,0.0,0.0,0.0
2023,3,26,5,0.0,0.0,0.0,0.0,0.0
2023,3,26,6,9.95,11.98,1.34,0.01,0.02
2023,3,26,7,93.15,107.88,11.02,0.15,0.75
2023,3,26,8,198.2,218.27,25.01,0.59,3.05
2023,3,26,9,308.08,311.7,39.73,1.27,6.85
2023,3,26,10,380.42,382.1,50.59,1.91,10.88
2023,3,26,11,420.27,424.23,56.85,2.34,13.62
2023,3,26,12,409.08,433.4,56.0,2.35,13.62
2023,3,26,13,368.27,412.08,50.62,2.05,11.38
2023,3,26,14,305.17,354.9,41.13,1.47,8.3
2023,3,26,15,244.83,269.65,31.34,0.89,4.65
2023,3,26,16,147.42,163.38,17.31,0.33,1.65
2023,3,26,17,47.92,54.05,5.39,0.04,0.2
2023,3,26,18,0.0,0.0,0.0,0.0,0.0
2023,3,26,19,0.0,0.0,0.0,0.0,0.0
2023,3,26,20,0.0,0.0,0.0,0.0,0.0
2023,3,26,21,0.0,0.0,0.0,0.0,0.0
2023,3,26,22,0.0,0.0,0.0,0.0,0.0
2023,3,26,23,0.0,0.0,0.0,0.0,0.0
2023,3,27,0,0.0,0.0,0.0,0.0,0.0
2023,3,27,1,0.0,0.0,0.0,0.0,0.0
2023,3,27,2,0.0,0.0,0.0,0.0,0.0
2023,3,27,3,0.0,0.0,0.0,0.0,0.0
2023,3,27,4,0.0,0.0,0.0,0.0,0.0
2023,3,27,5,0.0,0.0,0.0,0.0,0.0
2023,3,27,6,8.95,10.27,1.23,0.01,0.02
2023,3,27,7,82.98,96.77,9.78,0.13,0.67
2023,3,27,8,173.4,202.23,21.36,0.52,2.6
2023,3,27,9,275.48,298.77,35.63,1.16,6.35
2023,3,27,10,329.77,370.7,44.16,1.7,9.73
2023,3,27,11,408.45,414.73,54.87,2.28,13.45
2023,3,27,12,393.85,426.33,53.69,2.28,13.33
2023,3,27,13,317.17,400.73,43.88,1.8,10.08
2023,3,27,14,280.4,344.27,37.81,1.39,8.05
2023,3,27,15,202.75,259.62,26.58,0.78,4.17
2023,3,27,16,119.23,155.05,14.77,0.3,1.52
2023,3,27,17,36.1,48.65,4.5,0.03,0.17
2023,3,27,18,0.0,0.0,0.0,0.0,0.0
2023,3,27,19,0.0,0.0,0.0,0.0,0.0
2023,3,27,20,0.0,0.0,0.0,0.0,0.0
2023,3,27,21,0.0,0.0,0.0,0.0,0.0
2023,3,27,22,0.0,0.0,0.0,0.0,0.0
2023,3,27,23,0.0,0.0,0.0,0.0,0.0
2023,3,28,0,0.0,0.0,0.0,0.0,0.0
2023,3,28,1,0.0,0.0,0.0,0.0,0.0
2023,3,28,2,0.0,0.0,0.0,0.0,0.0
2023,3,28,3,0.0,0.0,0.0,0.0,0.0
2023,3,28,4,0.0,0.0,0.0,0.0,0.0
2023,3,28,5,0.0,0.0,0.0,0.0,0.0
2023,3,28,6,7.77,9.85,1.04,0.01,0.02
2023,3,28,7,66.67,92.5,8.4,0.12,0.62
2023,3,28,8,165.5,198.83,21.24,0.53,2.8
2023,3,28,9,279.25,294.5,35.98,1.17,6.5
2023,3,28,10,339.5,370.05,45.37,1.77,10.15
2023,3,28,11,373.65,414.12,50.9,2.15,12.02
2023,3,28,12,369.38,422.3,50.5,2.17,12.02
2023,3,28,13,325.05,397.5,44.54,1.84,9.83
2023,3,28,14,234.17,341.15,32.65,1.22,7.4
2023,3,28,15,162.5,255.58,22.44,0.69,3.8
2023,3,28,16,84.0,151.75,11.6,0.25,1.3
2023,3,28,17,23.75,46.92,3.3,0.02,0.12
2023,3,28,18,0.0,0.0,0.0,0.0,0.0
2023,3,28,19,0.0,0.0,0.0,0.0,0.0
2023,3,28,20,0.0,0.0,0.0,0.0,0.0
2023,3,28,21,0.0,0.0,0.0,0.0,0.0
2023,3,28,22,0.0,0.0,0.0,0.0,0.0
2023,3,28,23,0.0,0.0,0.0,0.0,0.0
2023,3,29,0,0.0,0.0,0.0,0.0,0.0
2023,3,29,1,0.0,0.0,0.0,0.0,0.0
2023,3,29,2,0.0,0.0,0.0,0.0,0.0
2023,3,29,3,0.0,0.0,0.0,0.0,0.0
2023,3,29,4,0.0,0.0,0.0,0.0,0.0
2023,3,29,5,0.0,0.0,0.0,0.0,0.0
2023,3,29,6,9.65,9.7,1.2,0.01,0.02
2023,3,29,7,87.83,91.67,10.0,0.13,0.65
2023,3,29,8,188.48,197.73,22.98,0.54,2.75
2023,3,29,9,293.73,295.73,37.37,1.19,6.4
2023,3,29,10,370.1,369.88,48.7,1.84,10.48
2023,3,29,11,412.7,413.12,55.3,2.27,13.4
2023,3,29,12,367.73,414.98,49.61,2.09,11.85
2023,3,29,13,264.2,390.05,36.66,1.5,8.05
2023,3,29,14,194.27,333.75,27.71,1.05,6.2
2023,3,29,15,137.9,250.6,19.37,0.59,3.27
2023,3,29,16,90.77,147.0,12.03,0.25,1.3
2023,3,29,17,26.4,43.08,3.43,0.02,0.12
2023,3,29,18,0.0,0.0,0.0,0.0,0.0
2023,3,29,19,0.0,0.0,0.0,0.0,0.0
2023,3,29,20,0.0,0.0,0.0,0.0,0.0
2023,3,29,21,0.0,0.0,0.0,0.0,0.0
2023,3,29,22,0.0,0.0,0.0,0.0,0.0
2023,3,29,23,0.0,0.0,0.0,0.0,0.0
2023,3,30,0,0.0,0.0,0.0,0.0,0.0
2023,3,30,1,0.0,0.0,0.0,0.0,0.0
2023,3,30,2,0.0,0.0,0.0,0.0,0.0
2023,3,30,3,0.0,0.0,0.0,0.0,0.0
2023,3,30,4,0.0,0.0,0.0,0.0,0.0
2023,3,30,5,0.0,0.0,0.0,0.0,0.0
2023,3,30,6,7.73,9.38,1.03,0.01,0.02
2023,3,30,7,79.3,91.5,9.35,0.12,0.62
2023,3,30,8,181.27,200.42,22.31,0.52,2.67
2023,3,30,9,293.8,295.85,37.26,1.17,6.27
2023,3,30,10,370.35,368.65,48.57,1.81,10.3
2023,3,30,11,416.55,415.05,55.91,2.28,13.4
2023,3,30,12,408.7,427.08,55.72,2.33,13.55
2023,3,30,13,354.92,401.27,48.59,1.95,10.95
2023,3,30,14,295.3,343.12,39.56,1.4,7.9
2023,3,30,15,222.12,257.65,28.35,0.79,4.12
2023,3,30,16,138.4,154.12,15.88,0.29,1.45
2023,3,30,17,39.75,45.6,4.39,0.03,0.12
2023,3,30,18,0.0,0.0,0.0,0.0,0.0
2023,3,30,19,0.0,0.0,0.0,0.0,0.0
2023,3,30,20,0.0,0.0,0.0,0.0,0.0
2023,3,30,21,0.0,0.0,0.0,0.0,0.0
2023,3,30,22,0.0,0.0,0.0,0.0,0.0
2023,3,30,23,0.0,0.0,0.0,0.0,0.0
2023,3,31,0,0.0,0.0,0.0,0.0,0.0
